movej([0.846470, -3.040916, -0.197875, -0.766856, -2.341798, -2.155399],a=4, v=0.75, t=0.008000)
movej([1.081417, -2.533151, -1.178300, -0.548131, -2.454006, -2.481273],a=4, v=0.75, t=0.008000)
movej([1.083415, -2.528832, -1.186638, -0.546271, -2.454961, -2.484044],a=4, v=0.75, t=0.008000)
movej([1.085413, -2.524514, -1.194975, -0.544411, -2.455915, -2.486815],a=4, v=0.75, t=0.008000)
movej([1.087411, -2.520196, -1.203314, -0.542551, -2.456870, -2.489587],a=4, v=0.75, t=0.008000)
movej([1.089410, -2.515877, -1.211653, -0.540691, -2.457824, -2.492359],a=4, v=0.75, t=0.008000)
movej([1.091408, -2.511558, -1.219992, -0.538830, -2.458778, -2.495131],a=4, v=0.75, t=0.008000)
movej([1.093406, -2.507240, -1.228330, -0.536970, -2.459732, -2.497902],a=4, v=0.75, t=0.008000)
movej([1.095415, -2.502898, -1.236714, -0.535100, -2.460692, -2.500689],a=4, v=0.75, t=0.008000)
movej([1.097426, -2.498552, -1.245104, -0.533228, -2.461652, -2.503478],a=4, v=0.75, t=0.008000)
movej([1.099436, -2.494206, -1.253495, -0.531356, -2.462612, -2.506267],a=4, v=0.75, t=0.008000)
movej([1.101379, -2.490010, -1.261598, -0.529548, -2.463540, -2.508959],a=4, v=0.75, t=0.008000)
movej([1.103374, -2.485698, -1.269925, -0.527690, -2.464493, -2.511727],a=4, v=0.75, t=0.008000)
movej([1.105381, -2.481359, -1.278301, -0.525822, -2.465452, -2.514511],a=4, v=0.75, t=0.008000)
movej([1.107388, -2.477021, -1.286678, -0.523953, -2.466411, -2.517296],a=4, v=0.75, t=0.008000)
movej([1.109431, -2.472606, -1.295201, -0.522051, -2.467385, -2.520129],a=4, v=0.75, t=0.008000)
movej([1.111437, -2.468272, -1.303571, -0.520184, -2.468343, -2.522911],a=4, v=0.75, t=0.008000)
movej([1.113436, -2.463952, -1.311912, -0.518323, -2.469298, -2.525683],a=4, v=0.75, t=0.008000)
movej([1.115434, -2.459632, -1.320253, -0.516462, -2.470253, -2.528455],a=4, v=0.75, t=0.008000)
movej([1.117428, -2.455323, -1.328573, -0.514606, -2.471206, -2.531221],a=4, v=0.75, t=0.008000)
movej([1.119422, -2.451014, -1.336893, -0.512750, -2.472158, -2.533987],a=4, v=0.75, t=0.008000)
movej([1.121416, -2.446705, -1.345214, -0.510894, -2.473110, -2.536752],a=4, v=0.75, t=0.008000)
movej([1.123410, -2.442396, -1.353534, -0.509038, -2.474062, -2.539518],a=4, v=0.75, t=0.008000)
movej([1.125424, -2.438044, -1.361937, -0.507163, -2.475024, -2.542311],a=4, v=0.75, t=0.008000)
movej([1.127424, -2.433720, -1.370286, -0.505300, -2.475979, -2.545086],a=4, v=0.75, t=0.008000)
movej([1.129422, -2.429403, -1.378620, -0.503441, -2.476933, -2.547856],a=4, v=0.75, t=0.008000)
movej([1.131419, -2.425087, -1.386953, -0.501582, -2.477886, -2.550626],a=4, v=0.75, t=0.008000)
movej([1.133418, -2.420765, -1.395298, -0.499720, -2.478842, -2.553399],a=4, v=0.75, t=0.008000)
movej([1.135428, -2.416421, -1.403686, -0.497849, -2.479802, -2.556187],a=4, v=0.75, t=0.008000)
movej([1.137440, -2.412073, -1.412082, -0.495976, -2.480763, -2.558978],a=4, v=0.75, t=0.008000)
movej([1.139452, -2.407724, -1.420479, -0.494102, -2.481724, -2.561769],a=4, v=0.75, t=0.008000)
movej([1.141454, -2.403399, -1.428830, -0.492239, -2.482679, -2.564545],a=4, v=0.75, t=0.008000)
movej([1.143460, -2.399064, -1.437200, -0.490372, -2.483637, -2.567327],a=4, v=0.75, t=0.008000)
movej([1.145467, -2.394725, -1.445578, -0.488503, -2.484596, -2.570112],a=4, v=0.75, t=0.008000)
movej([1.147475, -2.390386, -1.453956, -0.486634, -2.485555, -2.572896],a=4, v=0.75, t=0.008000)
movej([1.149453, -2.386110, -1.462211, -0.484792, -2.486500, -2.575640],a=4, v=0.75, t=0.008000)
movej([1.151439, -2.381820, -1.470496, -0.482944, -2.487449, -2.578394],a=4, v=0.75, t=0.008000)
movej([1.153428, -2.377521, -1.478796, -0.481092, -2.488398, -2.581153],a=4, v=0.75, t=0.008000)
movej([1.155417, -2.373222, -1.487096, -0.479240, -2.489348, -2.583912],a=4, v=0.75, t=0.008000)
movej([1.157410, -2.368917, -1.495411, -0.477386, -2.490300, -2.586675],a=4, v=0.75, t=0.008000)
movej([1.159421, -2.364568, -1.503807, -0.475512, -2.491261, -2.589466],a=4, v=0.75, t=0.008000)
movej([1.161439, -2.360207, -1.512228, -0.473634, -2.492224, -2.592265],a=4, v=0.75, t=0.008000)
movej([1.163457, -2.355845, -1.520649, -0.471755, -2.493188, -2.595064],a=4, v=0.75, t=0.008000)
movej([1.165436, -2.351568, -1.528907, -0.469913, -2.494133, -2.597809],a=4, v=0.75, t=0.008000)
movej([1.167435, -2.347248, -1.537248, -0.468052, -2.495088, -2.600581],a=4, v=0.75, t=0.008000)
movej([1.169444, -2.342905, -1.545633, -0.466181, -2.496047, -2.603368],a=4, v=0.75, t=0.008000)
movej([1.171454, -2.338563, -1.554019, -0.464311, -2.497007, -2.606155],a=4, v=0.75, t=0.008000)
movej([1.173432, -2.334289, -1.562270, -0.462470, -2.497952, -2.608898],a=4, v=0.75, t=0.008000)
movej([1.175375, -2.330090, -1.570378, -0.460661, -2.498880, -2.611593],a=4, v=0.75, t=0.008000)
movej([1.177309, -2.325909, -1.578451, -0.458860, -2.499804, -2.614276],a=4, v=0.75, t=0.008000)
movej([1.179243, -2.321728, -1.586523, -0.457059, -2.500728, -2.616960],a=4, v=0.75, t=0.008000)
movej([1.181188, -2.317527, -1.594637, -0.455249, -2.501656, -2.619656],a=4, v=0.75, t=0.008000)
movej([1.183074, -2.313450, -1.602508, -0.453493, -2.502557, -2.622272],a=4, v=0.75, t=0.008000)
movej([1.184938, -2.309421, -1.610287, -0.451758, -2.503447, -2.624858],a=4, v=0.75, t=0.008000)
movej([1.186802, -2.305392, -1.618066, -0.450022, -2.504337, -2.627444],a=4, v=0.75, t=0.008000)
movej([1.188605, -2.301496, -1.625590, -0.448343, -2.505199, -2.629944],a=4, v=0.75, t=0.008000)
movej([1.190384, -2.297651, -1.633014, -0.446687, -2.506049, -2.632412],a=4, v=0.75, t=0.008000)
movej([1.192162, -2.293807, -1.640434, -0.445032, -2.506898, -2.634879],a=4, v=0.75, t=0.008000)
movej([1.193941, -2.289964, -1.647855, -0.443376, -2.507747, -2.637345],a=4, v=0.75, t=0.008000)
movej([1.195666, -2.286234, -1.655056, -0.441770, -2.508572, -2.639739],a=4, v=0.75, t=0.008000)
movej([1.197356, -2.282583, -1.662107, -0.440197, -2.509379, -2.642082],a=4, v=0.75, t=0.008000)
movej([1.199039, -2.278945, -1.669131, -0.438630, -2.510183, -2.644416],a=4, v=0.75, t=0.008000)
movej([1.200723, -2.275307, -1.676155, -0.437062, -2.510986, -2.646751],a=4, v=0.75, t=0.008000)
movej([1.202383, -2.271720, -1.683082, -0.435517, -2.511779, -2.649054],a=4, v=0.75, t=0.008000)
movej([1.204003, -2.268219, -1.689842, -0.434009, -2.512552, -2.651301],a=4, v=0.75, t=0.008000)
movej([1.205609, -2.264747, -1.696547, -0.432514, -2.513320, -2.653529],a=4, v=0.75, t=0.008000)
movej([1.207216, -2.261275, -1.703251, -0.431018, -2.514087, -2.655758],a=4, v=0.75, t=0.008000)
movej([1.208793, -2.257864, -1.709835, -0.429549, -2.514841, -2.657946],a=4, v=0.75, t=0.008000)
movej([1.210322, -2.254561, -1.716212, -0.428126, -2.515571, -2.660065],a=4, v=0.75, t=0.008000)
movej([1.211833, -2.251295, -1.722517, -0.426719, -2.516292, -2.662161],a=4, v=0.75, t=0.008000)
movej([1.213344, -2.248029, -1.728823, -0.425312, -2.517014, -2.664257],a=4, v=0.75, t=0.008000)
movej([1.214838, -2.244801, -1.735058, -0.423922, -2.517727, -2.666330],a=4, v=0.75, t=0.008000)
movej([1.216284, -2.241676, -1.741092, -0.422576, -2.518418, -2.668335],a=4, v=0.75, t=0.008000)
movej([1.217710, -2.238594, -1.747042, -0.421248, -2.519099, -2.670313],a=4, v=0.75, t=0.008000)
movej([1.219136, -2.235513, -1.752992, -0.419921, -2.519780, -2.672291],a=4, v=0.75, t=0.008000)
movej([1.220521, -2.232520, -1.758771, -0.418632, -2.520441, -2.674212],a=4, v=0.75, t=0.008000)
movej([1.221876, -2.229591, -1.764427, -0.417370, -2.521088, -2.676092],a=4, v=0.75, t=0.008000)
movej([1.223228, -2.226671, -1.770066, -0.416112, -2.521734, -2.677966],a=4, v=0.75, t=0.008000)
movej([1.224579, -2.223750, -1.775704, -0.414854, -2.522379, -2.679840],a=4, v=0.75, t=0.008000)
movej([1.225904, -2.220887, -1.781233, -0.413620, -2.523012, -2.681678],a=4, v=0.75, t=0.008000)
movej([1.227185, -2.218119, -1.786577, -0.412428, -2.523624, -2.683454],a=4, v=0.75, t=0.008000)
movej([1.228448, -2.215387, -1.791851, -0.411251, -2.524228, -2.685207],a=4, v=0.75, t=0.008000)
movej([1.229712, -2.212656, -1.797125, -0.410075, -2.524831, -2.686960],a=4, v=0.75, t=0.008000)
movej([1.230948, -2.209984, -1.802284, -0.408924, -2.525421, -2.688674],a=4, v=0.75, t=0.008000)
movej([1.232134, -2.207423, -1.807229, -0.407820, -2.525987, -2.690318],a=4, v=0.75, t=0.008000)
movej([1.233298, -2.204907, -1.812087, -0.406737, -2.526543, -2.691933],a=4, v=0.75, t=0.008000)
movej([1.234462, -2.202392, -1.816945, -0.405653, -2.527099, -2.693548],a=4, v=0.75, t=0.008000)
movej([1.235611, -2.199907, -1.821742, -0.404583, -2.527648, -2.695142],a=4, v=0.75, t=0.008000)
movej([1.236733, -2.197482, -1.826423, -0.403539, -2.528184, -2.696698],a=4, v=0.75, t=0.008000)
movej([1.237842, -2.195084, -1.831053, -0.402506, -2.528714, -2.698237],a=4, v=0.75, t=0.008000)
movej([1.238952, -2.192687, -1.835682, -0.401473, -2.529244, -2.699776],a=4, v=0.75, t=0.008000)
movej([1.239995, -2.190431, -1.840037, -0.400501, -2.529742, -2.701223],a=4, v=0.75, t=0.008000)
movej([1.241001, -2.188257, -1.844234, -0.399565, -2.530223, -2.702618],a=4, v=0.75, t=0.008000)
movej([1.242007, -2.186084, -1.848431, -0.398629, -2.530703, -2.704013],a=4, v=0.75, t=0.008000)
movej([1.243013, -2.183910, -1.852629, -0.397692, -2.531183, -2.705408],a=4, v=0.75, t=0.008000)
movej([1.243984, -2.181811, -1.856681, -0.396788, -2.531647, -2.706755],a=4, v=0.75, t=0.008000)
movej([1.244917, -2.179795, -1.860574, -0.395920, -2.532093, -2.708049],a=4, v=0.75, t=0.008000)
movej([1.245840, -2.177800, -1.864426, -0.395060, -2.532534, -2.709329],a=4, v=0.75, t=0.008000)
movej([1.246763, -2.175805, -1.868278, -0.394201, -2.532974, -2.710610],a=4, v=0.75, t=0.008000)
movej([1.247653, -2.173882, -1.871992, -0.393372, -2.533399, -2.711844],a=4, v=0.75, t=0.008000)
movej([1.248499, -2.172054, -1.875521, -0.392585, -2.533804, -2.713017],a=4, v=0.75, t=0.008000)
movej([1.249329, -2.170260, -1.878985, -0.391812, -2.534200, -2.714168],a=4, v=0.75, t=0.008000)
movej([1.250159, -2.168466, -1.882449, -0.391039, -2.534597, -2.715320],a=4, v=0.75, t=0.008000)
movej([1.250969, -2.166715, -1.885831, -0.390285, -2.534983, -2.716444],a=4, v=0.75, t=0.008000)
movej([1.251739, -2.165052, -1.889041, -0.389569, -2.535350, -2.717511],a=4, v=0.75, t=0.008000)
movej([1.252487, -2.163435, -1.892163, -0.388872, -2.535708, -2.718549],a=4, v=0.75, t=0.008000)
movej([1.253235, -2.161817, -1.895286, -0.388175, -2.536065, -2.719586],a=4, v=0.75, t=0.008000)
movej([1.253965, -2.160242, -1.898328, -0.387497, -2.536413, -2.720598],a=4, v=0.75, t=0.008000)
movej([1.254649, -2.158762, -1.901185, -0.386860, -2.536740, -2.721548],a=4, v=0.75, t=0.008000)
movej([1.255310, -2.157335, -1.903942, -0.386244, -2.537056, -2.722464],a=4, v=0.75, t=0.008000)
movej([1.255971, -2.155907, -1.906699, -0.385629, -2.537372, -2.723380],a=4, v=0.75, t=0.008000)
movej([1.256605, -2.154535, -1.909349, -0.385038, -2.537675, -2.724261],a=4, v=0.75, t=0.008000)
movej([1.257200, -2.153249, -1.911831, -0.384485, -2.537959, -2.725086],a=4, v=0.75, t=0.008000)
movej([1.257779, -2.151998, -1.914246, -0.383946, -2.538236, -2.725889],a=4, v=0.75, t=0.008000)
movej([1.258357, -2.150747, -1.916661, -0.383408, -2.538512, -2.726691],a=4, v=0.75, t=0.008000)
movej([1.258915, -2.149541, -1.918989, -0.382888, -2.538778, -2.727466],a=4, v=0.75, t=0.008000)
movej([1.259431, -2.148427, -1.921140, -0.382408, -2.539024, -2.728180],a=4, v=0.75, t=0.008000)
movej([1.259924, -2.147362, -1.923198, -0.381949, -2.539260, -2.728864],a=4, v=0.75, t=0.008000)
movej([1.260417, -2.146296, -1.925256, -0.381490, -2.539496, -2.729548],a=4, v=0.75, t=0.008000)
movej([1.260889, -2.145277, -1.927223, -0.381051, -2.539721, -2.730202],a=4, v=0.75, t=0.008000)
movej([1.261317, -2.144353, -1.929008, -0.380652, -2.539925, -2.730795],a=4, v=0.75, t=0.008000)
movej([1.261722, -2.143476, -1.930700, -0.380275, -2.540118, -2.731358],a=4, v=0.75, t=0.008000)
movej([1.262128, -2.142599, -1.932393, -0.379897, -2.540312, -2.731921],a=4, v=0.75, t=0.008000)
movej([1.262514, -2.141765, -1.934004, -0.379538, -2.540497, -2.732456],a=4, v=0.75, t=0.008000)
movej([1.262857, -2.141023, -1.935436, -0.379218, -2.540661, -2.732932],a=4, v=0.75, t=0.008000)
movej([1.263177, -2.140331, -1.936772, -0.378920, -2.540814, -2.733376],a=4, v=0.75, t=0.008000)
movej([1.263497, -2.139640, -1.938108, -0.378623, -2.540967, -2.733820],a=4, v=0.75, t=0.008000)
movej([1.263799, -2.138989, -1.939365, -0.378342, -2.541110, -2.734238],a=4, v=0.75, t=0.008000)
movej([1.264057, -2.138429, -1.940445, -0.378101, -2.541234, -2.734597],a=4, v=0.75, t=0.008000)
movej([1.264292, -2.137922, -1.941424, -0.377883, -2.541346, -2.734922],a=4, v=0.75, t=0.008000)
movej([1.264527, -2.137415, -1.942404, -0.377664, -2.541458, -2.735248],a=4, v=0.75, t=0.008000)
movej([1.264744, -2.136946, -1.943310, -0.377462, -2.541562, -2.735549],a=4, v=0.75, t=0.008000)
movej([1.264919, -2.136568, -1.944040, -0.377299, -2.541645, -2.735792],a=4, v=0.75, t=0.008000)
movej([1.265069, -2.136243, -1.944667, -0.377159, -2.541717, -2.736001],a=4, v=0.75, t=0.008000)
movej([1.265220, -2.135917, -1.945295, -0.377019, -2.541789, -2.736209],a=4, v=0.75, t=0.008000)
movej([1.265351, -2.135634, -1.945841, -0.376897, -2.541852, -2.736391],a=4, v=0.75, t=0.008000)
movej([1.265440, -2.135442, -1.946211, -0.376814, -2.541894, -2.736513],a=4, v=0.75, t=0.008000)
movej([1.265504, -2.135303, -1.946481, -0.376754, -2.541925, -2.736603],a=4, v=0.75, t=0.008000)
movej([1.265569, -2.135164, -1.946750, -0.376694, -2.541956, -2.736693],a=4, v=0.75, t=0.008000)
movej([1.265616, -2.135062, -1.946947, -0.376651, -2.541978, -2.736758],a=4, v=0.75, t=0.008000)
movej([1.265644, -2.135063, -1.946980, -0.376675, -2.541941, -2.736754],a=4, v=0.75, t=0.008000)
movej([1.265683, -2.135141, -1.946920, -0.376771, -2.541828, -2.736697],a=4, v=0.75, t=0.008000)
movej([1.265721, -2.135218, -1.946860, -0.376867, -2.541715, -2.736639],a=4, v=0.75, t=0.008000)
movej([1.265756, -2.135266, -1.946823, -0.376926, -2.541652, -2.736603],a=4, v=0.75, t=0.008000)
movej([1.265774, -2.135266, -1.946823, -0.376926, -2.541662, -2.736603],a=4, v=0.75, t=0.008000)
movej([1.265777, -2.135266, -1.946823, -0.376926, -2.541662, -2.736603],a=4, v=0.75, t=0.008000)
movej([1.265780, -2.135266, -1.946823, -0.376926, -2.541662, -2.736603],a=4, v=0.75, t=0.008000)
movej([1.265782, -2.135266, -1.946823, -0.376926, -2.541668, -2.736603],a=4, v=0.75, t=0.008000)
movej([1.265781, -2.135269, -1.946817, -0.376925, -2.541681, -2.736601],a=4, v=0.75, t=0.008000)
movej([1.265777, -2.135277, -1.946802, -0.376923, -2.541690, -2.736596],a=4, v=0.75, t=0.008000)
movej([1.265774, -2.135284, -1.946787, -0.376921, -2.541699, -2.736591],a=4, v=0.75, t=0.008000)
movej([1.265760, -2.135314, -1.946729, -0.376931, -2.541700, -2.736572],a=4, v=0.75, t=0.008000)
movej([1.265713, -2.135416, -1.946533, -0.376975, -2.541677, -2.736506],a=4, v=0.75, t=0.008000)
movej([1.265638, -2.135579, -1.946219, -0.377045, -2.541642, -2.736402],a=4, v=0.75, t=0.008000)
movej([1.265563, -2.135742, -1.945905, -0.377115, -2.541606, -2.736298],a=4, v=0.75, t=0.008000)
movej([1.265472, -2.135937, -1.945529, -0.377199, -2.541563, -2.736173],a=4, v=0.75, t=0.008000)
movej([1.265340, -2.136221, -1.944979, -0.377322, -2.541500, -2.735989],a=4, v=0.75, t=0.008000)
movej([1.265179, -2.136571, -1.944304, -0.377472, -2.541423, -2.735765],a=4, v=0.75, t=0.008000)
movej([1.265017, -2.136920, -1.943630, -0.377622, -2.541346, -2.735541],a=4, v=0.75, t=0.008000)
movej([1.264841, -2.137300, -1.942896, -0.377786, -2.541261, -2.735298],a=4, v=0.75, t=0.008000)
movej([1.264623, -2.137770, -1.941989, -0.377989, -2.541157, -2.734996],a=4, v=0.75, t=0.008000)
movej([1.264375, -2.138306, -1.940952, -0.378220, -2.541039, -2.734652],a=4, v=0.75, t=0.008000)
movej([1.264126, -2.138843, -1.939916, -0.378451, -2.540920, -2.734308],a=4, v=0.75, t=0.008000)
movej([1.263867, -2.139404, -1.938833, -0.378692, -2.540797, -2.733948],a=4, v=0.75, t=0.008000)
movej([1.263571, -2.140043, -1.937598, -0.378967, -2.540655, -2.733538],a=4, v=0.75, t=0.008000)
movej([1.263239, -2.140761, -1.936213, -0.379276, -2.540497, -2.733078],a=4, v=0.75, t=0.008000)
movej([1.262907, -2.141478, -1.934827, -0.379585, -2.540338, -2.732618],a=4, v=0.75, t=0.008000)
movej([1.262563, -2.142221, -1.933392, -0.379906, -2.540174, -2.732141],a=4, v=0.75, t=0.008000)
movej([1.262179, -2.143048, -1.931794, -0.380262, -2.539992, -2.731609],a=4, v=0.75, t=0.008000)
movej([1.261761, -2.143951, -1.930051, -0.380651, -2.539792, -2.731030],a=4, v=0.75, t=0.008000)
movej([1.261343, -2.144853, -1.928309, -0.381040, -2.539593, -2.730451],a=4, v=0.75, t=0.008000)
movej([1.260915, -2.145778, -1.926522, -0.381438, -2.539389, -2.729858],a=4, v=0.75, t=0.008000)
movej([1.260449, -2.146785, -1.924579, -0.381871, -2.539166, -2.729212],a=4, v=0.75, t=0.008000)
movej([1.259949, -2.147866, -1.922491, -0.382337, -2.538927, -2.728519],a=4, v=0.75, t=0.008000)
movej([1.259448, -2.148947, -1.920402, -0.382803, -2.538688, -2.727825],a=4, v=0.75, t=0.008000)
movej([1.258927, -2.150072, -1.918230, -0.383288, -2.538440, -2.727103],a=4, v=0.75, t=0.008000)
movej([1.258352, -2.151314, -1.915831, -0.383823, -2.538166, -2.726306],a=4, v=0.75, t=0.008000)
movej([1.257772, -2.152567, -1.913412, -0.384362, -2.537889, -2.725503],a=4, v=0.75, t=0.008000)
movej([1.257192, -2.153820, -1.910993, -0.384902, -2.537612, -2.724699],a=4, v=0.75, t=0.008000)
movej([1.256598, -2.155104, -1.908513, -0.385455, -2.537328, -2.723875],a=4, v=0.75, t=0.008000)
movej([1.255954, -2.156496, -1.905826, -0.386054, -2.537021, -2.722982],a=4, v=0.75, t=0.008000)
movej([1.255279, -2.157953, -1.903011, -0.386682, -2.536699, -2.722047],a=4, v=0.75, t=0.008000)
movej([1.254604, -2.159411, -1.900196, -0.387310, -2.536377, -2.721111],a=4, v=0.75, t=0.008000)
movej([1.253920, -2.160887, -1.897344, -0.387946, -2.536051, -2.720164],a=4, v=0.75, t=0.008000)
movej([1.253201, -2.162441, -1.894344, -0.388615, -2.535707, -2.719168],a=4, v=0.75, t=0.008000)
movej([1.252445, -2.164074, -1.891190, -0.389318, -2.535347, -2.718120],a=4, v=0.75, t=0.008000)
movej([1.251689, -2.165707, -1.888036, -0.390022, -2.534986, -2.717072],a=4, v=0.75, t=0.008000)
movej([1.250921, -2.167365, -1.884836, -0.390736, -2.534620, -2.716008],a=4, v=0.75, t=0.008000)
movej([1.250108, -2.169120, -1.881446, -0.391493, -2.534232, -2.714881],a=4, v=0.75, t=0.008000)
movej([1.249262, -2.170948, -1.877914, -0.392280, -2.533828, -2.713708],a=4, v=0.75, t=0.008000)
movej([1.248415, -2.172777, -1.874383, -0.393067, -2.533424, -2.712535],a=4, v=0.75, t=0.008000)
movej([1.247559, -2.174627, -1.870809, -0.393864, -2.533015, -2.711348],a=4, v=0.75, t=0.008000)
movej([1.246661, -2.176565, -1.867068, -0.394699, -2.532588, -2.710105],a=4, v=0.75, t=0.008000)
movej([1.245735, -2.178565, -1.863206, -0.395561, -2.532146, -2.708822],a=4, v=0.75, t=0.008000)
movej([1.244810, -2.180564, -1.859344, -0.396422, -2.531704, -2.707539],a=4, v=0.75, t=0.008000)
movej([1.243872, -2.182590, -1.855432, -0.397295, -2.531257, -2.706240],a=4, v=0.75, t=0.008000)
movej([1.242885, -2.184721, -1.851317, -0.398212, -2.530786, -2.704873],a=4, v=0.75, t=0.008000)
movej([1.241877, -2.186898, -1.847113, -0.399150, -2.530305, -2.703476],a=4, v=0.75, t=0.008000)
movej([1.240869, -2.189075, -1.842908, -0.400088, -2.529824, -2.702079],a=4, v=0.75, t=0.008000)
movej([1.239854, -2.191267, -1.838675, -0.401032, -2.529340, -2.700673],a=4, v=0.75, t=0.008000)
movej([1.238800, -2.193543, -1.834280, -0.402012, -2.528837, -2.699212],a=4, v=0.75, t=0.008000)
movej([1.237696, -2.195927, -1.829676, -0.403039, -2.528310, -2.697682],a=4, v=0.75, t=0.008000)
movej([1.236592, -2.198311, -1.825071, -0.404066, -2.527784, -2.696153],a=4, v=0.75, t=0.008000)
movej([1.235480, -2.200715, -1.820430, -0.405101, -2.527253, -2.694611],a=4, v=0.75, t=0.008000)
movej([1.234321, -2.203218, -1.815596, -0.406179, -2.526700, -2.693005],a=4, v=0.75, t=0.008000)
movej([1.233131, -2.205787, -1.810634, -0.407286, -2.526132, -2.691357],a=4, v=0.75, t=0.008000)
movej([1.231942, -2.208357, -1.805671, -0.408393, -2.525564, -2.689708],a=4, v=0.75, t=0.008000)
movej([1.230745, -2.210942, -1.800679, -0.409507, -2.524993, -2.688049],a=4, v=0.75, t=0.008000)
movej([1.229511, -2.213606, -1.795535, -0.410654, -2.524405, -2.686340],a=4, v=0.75, t=0.008000)
movej([1.228251, -2.216329, -1.790277, -0.411827, -2.523803, -2.684593],a=4, v=0.75, t=0.008000)
movej([1.226990, -2.219052, -1.785018, -0.412999, -2.523202, -2.682846],a=4, v=0.75, t=0.008000)
movej([1.225725, -2.221786, -1.779739, -0.414177, -2.522598, -2.681092],a=4, v=0.75, t=0.008000)
movej([1.224422, -2.224601, -1.774302, -0.415389, -2.521976, -2.679286],a=4, v=0.75, t=0.008000)
movej([1.223052, -2.227558, -1.768592, -0.416663, -2.521323, -2.677389],a=4, v=0.75, t=0.008000)
movej([1.221683, -2.230515, -1.762881, -0.417937, -2.520670, -2.675492],a=4, v=0.75, t=0.008000)
movej([1.220312, -2.233475, -1.757164, -0.419212, -2.520016, -2.673592],a=4, v=0.75, t=0.008000)
movej([1.218924, -2.236473, -1.751374, -0.420504, -2.519353, -2.671668],a=4, v=0.75, t=0.008000)
movej([1.217478, -2.239597, -1.745342, -0.421850, -2.518663, -2.669664],a=4, v=0.75, t=0.008000)
movej([1.216032, -2.242721, -1.739310, -0.423195, -2.517973, -2.667660],a=4, v=0.75, t=0.008000)
movej([1.214581, -2.245856, -1.733256, -0.424545, -2.517281, -2.665649],a=4, v=0.75, t=0.008000)
movej([1.213092, -2.249071, -1.727048, -0.425930, -2.516571, -2.663586],a=4, v=0.75, t=0.008000)
movej([1.211568, -2.252362, -1.720692, -0.427347, -2.515844, -2.661475],a=4, v=0.75, t=0.008000)
movej([1.210044, -2.255652, -1.714336, -0.428765, -2.515117, -2.659363],a=4, v=0.75, t=0.008000)
movej([1.208511, -2.258964, -1.707941, -0.430191, -2.514386, -2.657238],a=4, v=0.75, t=0.008000)
movej([1.206907, -2.262431, -1.701246, -0.431684, -2.513619, -2.655014],a=4, v=0.75, t=0.008000)
movej([1.205299, -2.265902, -1.694542, -0.433180, -2.512853, -2.652787],a=4, v=0.75, t=0.008000)
movej([1.203692, -2.269374, -1.687838, -0.434675, -2.512086, -2.650560],a=4, v=0.75, t=0.008000)
movej([1.202085, -2.272845, -1.681135, -0.436170, -2.511319, -2.648333],a=4, v=0.75, t=0.008000)
movej([1.200471, -2.276331, -1.674401, -0.437672, -2.510549, -2.646095],a=4, v=0.75, t=0.008000)
movej([1.198758, -2.280029, -1.667260, -0.439265, -2.509732, -2.643723],a=4, v=0.75, t=0.008000)
movej([1.197046, -2.283727, -1.660118, -0.440858, -2.508915, -2.641350],a=4, v=0.75, t=0.008000)
movej([1.195330, -2.287434, -1.652960, -0.442454, -2.508096, -2.638972],a=4, v=0.75, t=0.008000)
movej([1.193574, -2.291228, -1.645636, -0.444088, -2.507258, -2.636539],a=4, v=0.75, t=0.008000)
movej([1.191796, -2.295067, -1.638221, -0.445742, -2.506410, -2.634075],a=4, v=0.75, t=0.008000)
movej([1.190018, -2.298906, -1.630806, -0.447395, -2.505562, -2.631612],a=4, v=0.75, t=0.008000)
movej([1.188239, -2.302748, -1.623386, -0.449050, -2.504713, -2.629147],a=4, v=0.75, t=0.008000)
movej([1.186442, -2.306630, -1.615889, -0.450723, -2.503855, -2.626655],a=4, v=0.75, t=0.008000)
movej([1.184568, -2.310678, -1.608073, -0.452466, -2.502961, -2.624059],a=4, v=0.75, t=0.008000)
movej([1.182695, -2.314725, -1.600256, -0.454209, -2.502067, -2.621462],a=4, v=0.75, t=0.008000)
movej([1.180818, -2.318779, -1.592429, -0.455955, -2.501172, -2.618861],a=4, v=0.75, t=0.008000)
movej([1.178896, -2.322931, -1.584410, -0.457744, -2.500255, -2.616197],a=4, v=0.75, t=0.008000)
movej([1.176936, -2.327164, -1.576234, -0.459567, -2.499319, -2.613481],a=4, v=0.75, t=0.008000)
movej([1.174975, -2.331398, -1.568058, -0.461391, -2.498384, -2.610764],a=4, v=0.75, t=0.008000)
movej([1.173013, -2.335637, -1.559872, -0.463217, -2.497448, -2.608044],a=4, v=0.75, t=0.008000)
movej([1.171011, -2.339960, -1.551525, -0.465079, -2.496493, -2.605271],a=4, v=0.75, t=0.008000)
movej([1.169014, -2.344274, -1.543193, -0.466937, -2.495540, -2.602503],a=4, v=0.75, t=0.008000)
movej([1.167016, -2.348588, -1.534862, -0.468795, -2.494587, -2.599735],a=4, v=0.75, t=0.008000)
movej([1.165020, -2.352900, -1.526534, -0.470653, -2.493635, -2.596968],a=4, v=0.75, t=0.008000)
movej([1.163042, -2.357172, -1.518285, -0.472493, -2.492691, -2.594228],a=4, v=0.75, t=0.008000)
movej([1.161045, -2.361484, -1.509957, -0.474350, -2.491739, -2.591461],a=4, v=0.75, t=0.008000)
